subject	0.012602453975657034	0.006349327920958909
enron	0.012901575306746958	3.829510205644698e-06
methanol	0.00024008422626954374	3.829510205644698e-06
meter	0.004841042595271128	3.829510205644698e-06
this	0.009601401147287737	0.00874660130969249
is	0.009656502445120091	0.008643204534140083
a	0.011860554358414264	0.014506184658982115
follow	0.0001948224459072527	0.0002680657143951289
up	0.0019521602660605524	0.0014054302454716042
to	0.029858999714653993	0.019764102171332287
the	0.03613070815007232	0.027783096541952285
note	0.00041916344422469523	0.0002067935511048137
i	0.010315750115614331	0.004361812124229311
gave	9.249146421859472e-05	3.0636081645157584e-05
you	0.010559770148871899	0.010703481024776931
on	0.011905816138776554	0.004844330410140543
monday	0.000505751197961252	0.00011488530616934095
preliminary	0.00010626678867668329	7.659020411289396e-06
flow	0.0013263669549645285	9.573775514111745e-05
data	0.0003896448918145054	0.0002336001225443266
provided	0.0001357853410868731	0.0003714624899475357
by	0.004585215141049483	0.002561942327576303
daren	0.003742952445612067	3.829510205644698e-06
please	0.005344825889738367	0.0018534829395320338
override	1.3775324458088575e-05	3.829510205644698e-06
pop	2.755064891617715e-05	9.956726534676214e-05
s	0.004156212179354724	0.005074101022479225
daily	0.0010941543426710354	9.190824493547276e-05
volume	0.0017278192677431098	9.190824493547276e-05
presently	2.55827454221645e-05	0.00016083942863707733
zero	0.00032076826952406255	3.0636081645157584e-05
reflect	0.00018301502494317678	7.659020411289396e-06
activity	0.0005333018468774291	9.190824493547276e-05
can	0.002772776023063829	0.0023513192662658446
obtain	2.755064891617715e-05	5.7442653084670473e-05
from	0.006318938119274631	0.0037605790219430936
gas	0.005632139799864214	0.0006663347757821774
control	0.0003188003660300499	0.00021828208172174779
change	0.0012752014641201996	0.00034082640830237815
needed	0.00029912133108992334	0.00031019032665722054
asap	0.0001357853410868731	1.5318040822578792e-05
for	0.015709773592703015	0.009665683759047217
economics	3.1486455904202455e-05	1.5318040822578792e-05
purposes	5.51012978323543e-05	9.573775514111745e-05
hpl	0.004563568202615343	3.829510205644698e-06
nom	0.001637295707018528	7.659020411289396e-06
january	0.0007025415473625174	0.00024508865316126067
see	0.002005293660398894	0.0007008003676329797
attached	0.0021332073875097164	5.7442653084670473e-05
file	0.0012850409815902627	0.00012637383678627503
hplnol	9.642727120662003e-05	3.829510205644698e-06
xls	0.0020092294673869195	3.829510205644698e-06
neon	0.00014956066554496167	3.829510205644698e-06
retreat	1.5743227952101227e-05	3.829510205644698e-06
ho	7.871613976050614e-06	1.1488530616934095e-05
we	0.0063031948913225295	0.004361812124229311
re	0.0034517027284981946	0.0008884463677095699
around	0.00021450148084737925	0.00016466893884272202
that	0.006730229949523275	0.005166009267414698
most	0.000204661963377316	0.0007544135105120055
wonderful	1.9679034940126536e-05	3.0636081645157584e-05
time	0.0012476508152040224	0.0013862826944433806
of	0.011173756039003847	0.017198330333550338
year	0.0004703289350690242	0.0005131543675563896
leaders	3.542226289222776e-05	4.212461226209168e-05
know	0.0028318131278842087	0.0005782560410523494
extremely	1.9679034940126536e-05	8.424922452418336e-05
hectic	5.903710482037961e-06	1.5318040822578792e-05
and	0.015572020348122127	0.0187799180484816
it	0.004421879151046432	0.0041703366139470765
tough	1.1807420964075922e-05	1.914755102822349e-05
think	0.0006277612145900365	0.0001914755102822349
about	0.001074475307730909	0.0011641711025159882
anything	0.00033454359398215114	9.573775514111745e-05
past	0.0001318495340988478	0.0003752920001531804
holidays	4.329387686827838e-05	1.914755102822349e-05
but	0.0015310289183418444	0.0011718301229272775
life	6.297291180840491e-05	0.0004174166124152721
does	0.0004112918302486446	0.00045188220426607435
go	0.0005195265224193405	0.0008195151840079654
week	0.0006100500831439226	0.0003638034695362463
december	0.0005490450748295303	5.7442653084670473e-05
through	0.0006730229949523276	0.0006778233063991115
